"Codice_Prodotto";"Codice_EAN";"Quantita_Disponibile";"Quantita_in_Arrivo";"Data_Arrivo";"Codice_Fornitore";"Codice_Cliente"
"9033330004";"0195949505706";"0";"0";"";"";""
"9033330003";"0195949505805";"0";"0";"";"";""
"9033330002";"0195949505782";"0";"0";"";"";""
"9033330001";"0195949505744";"0";"0";"";"";""
"9033012499";"0195949505683";"0";"0";"";"";""
"9033012498";"0195949505669";"0";"0";"";"";""
"9033012497";"0195949505560";"0";"0";"";"";""
"9033012496";"0195949505546";"0";"0";"";"";""
"9033012495";"0195949505508";"0";"0";"";"";""
"9033012490";"0194253940777";"0";"0";"";"";""
"9033012489";"0194253940470";"0";"0";"";"";""
"9033012488";"0194253940449";"0";"0";"";"";""
"9033012487";"0194253940418";"0";"0";"";"";""
"9033012486";"0194253940388";"0";"0";"";"";""
"9033012485";"0194253945963";"0";"0";"";"";""
"9033012484";"0194253945932";"0";"0";"";"";""
"9033012483";"0194253945901";"0";"0";"";"";""
"9033012482";"0194253945871";"0";"0";"";"";""
"9033012481";"0194253945840";"0";"0";"";"";""
"9033012480";"0194253945819";"0";"0";"";"";""
"9033012479";"0194253945789";"0";"0";"";"";""
"9033012478";"0194253945758";"0";"0";"";"";""
"9033012477";"0194253945727";"0";"0";"";"";""
"9033012476";"0194253945697";"0";"0";"";"";""
"9033012475";"0194253945666";"0";"0";"";"";""
"9033012474";"0194253945635";"0";"0";"";"";""
"9033012473";"0194253945604";"0";"0";"";"";""
"9033012472";"0194253945574";"0";"0";"";"";""
"9033012471";"0194253945543";"0";"0";"";"";""
"9033012470";"0194253945512";"0";"0";"";"";""
"9033012469";"0194253945482";"0";"0";"";"";""
"9033012468";"0194253945451";"0";"0";"";"";""
"9033012467";"0194253945420";"0";"0";"";"";""
"9033012466";"0194253945390";"0";"0";"";"";""
"9033012465";"0194253940357";"0";"0";"";"";""
"9033012464";"0194253940296";"0";"0";"";"";""
"9033012463";"0194253940234";"0";"0";"";"";""
"9033012461";"0194253940173";"0";"0";"";"";""
"9033012460";"0194253940142";"0";"0";"";"";""
"9033012459";"0194253940111";"0";"0";"";"";""
"9033012458";"0194253940081";"0";"0";"";"";""
"9033012457";"0194253940050";"0";"0";"";"";""
"9033012456";"0194253940029";"0";"0";"";"";""
"9033012455";"0194253939993";"0";"0";"";"";""
"9033012453";"0194253939931";"0";"0";"";"";""
"9033012452";"0194253939900";"0";"0";"";"";""
"9033012451";"0194253939870";"0";"0";"";"";""
"9033012450";"0194253939849";"0";"0";"";"";""
"9033012448";"0194253939757";"0";"0";"";"";""
"9033012447";"0194253939726";"0";"0";"";"";""
"9033012446";"0194253939696";"0";"0";"";"";""
"9033012445";"0194253939665";"0";"0";"";"";""
"9033012444";"0194253939634";"0";"0";"";"";""
"9033012443";"0194253939603";"0";"0";"";"";""
"9033012442";"0194253939573";"0";"0";"";"";""
"9033012441";"0194253939542";"0";"0";"";"";""
"9033012440";"0194253939511";"0";"0";"";"";""
"9033012439";"0194253939481";"0";"0";"";"";""
"9033012438";"0194253939450";"0";"0";"";"";""
"9033012437";"0194253939429";"0";"0";"";"";""
"9033012436";"0194253939399";"0";"0";"";"";""
"9033012435";"0194253939368";"0";"0";"";"";""
"9033012422";"0194253417019";"0";"0";"";"";""
"9033012420";"0194253416951";"0";"0";"";"";""
"9033012418";"0194253416890";"0";"0";"";"";""
"9033012417";"0194253416869";"0";"0";"";"";""
"9033012416";"0194253416838";"0";"0";"";"";""
"9033012415";"0194253416807";"0";"0";"";"";""
"9033012414";"0194253416777";"0";"0";"";"";""
"9033012413";"0194253416746";"0";"0";"";"";""
"9033012412";"0194253416715";"0";"0";"";"";""
"9033012411";"0194253416685";"0";"0";"";"";""
"9033012410";"0194253416654";"0";"0";"";"";""
"9033012409";"0194253416623";"0";"0";"";"";""
"9033012408";"0194253416593";"0";"0";"";"";""
"9033012407";"0194253416562";"0";"0";"";"";""
"9033012406";"0194253416531";"0";"0";"";"";""
"9033012405";"0194253416500";"0";"0";"";"";""
"9033012404";"0194253416470";"0";"0";"";"";""
"9033012402";"0194253416418";"0";"0";"";"";""
"9033012401";"0194253416388";"0";"0";"";"";""
"9033012400";"0194253416357";"0";"0";"";"";""
"9033012399";"0194253416326";"0";"0";"";"";""
"9033012398";"0194253416296";"0";"0";"";"";""
"9033012397";"0194253416265";"0";"0";"";"";""
"9033012396";"0194253416234";"0";"0";"";"";""
"9033012395";"0194253416203";"0";"0";"";"";""
"9033012394";"0194253416173";"0";"0";"";"";""
"9033012393";"0194253416142";"0";"0";"";"";""
"9033012392";"0194253416111";"0";"0";"";"";""
"9033012391";"0194253416081";"0";"0";"";"";""
"9033012390";"0194253416050";"0";"0";"";"";""
"9033012389";"0194253416029";"0";"0";"";"";""
"9033012388";"0194253415992";"0";"0";"";"";""
"9033012386";"0194253345930";"0";"0";"";"";""
"9033012385";"0194253345909";"0";"0";"";"";""
"9033012384";"0194253345879";"0";"0";"";"";""
"9033012383";"0194253345848";"0";"0";"";"";""
"9033012382";"0194253345817";"0";"0";"";"";""
"9033012381";"0194253345787";"0";"0";"";"";""
"9033012380";"0194253345756";"0";"0";"";"";""
"9033012379";"0194253345725";"0";"0";"";"";""
"9033012378";"0194253345695";"0";"0";"";"";""
"9033012377";"0194253345664";"0";"0";"";"";""
"9033012376";"0194253345633";"0";"0";"";"";""
"9033012375";"0194253345602";"0";"0";"";"";""
"9033012374";"0194253345572";"0";"0";"";"";""
"9033012373";"0194253345541";"0";"0";"";"";""
"9033012372";"0194253345510";"0";"0";"";"";""
"9033012371";"0194253345480";"0";"0";"";"";""
"9033012370";"0194253345459";"0";"0";"";"";""
"9033012369";"0194253345428";"0";"0";"";"";""
"9033012368";"0194253345398";"0";"0";"";"";""
"9033012367";"0194253345367";"0";"0";"";"";""
"9033012366";"0194253345336";"0";"0";"";"";""
"9033012365";"0194253345305";"0";"0";"";"";""
"9033012364";"0194253345275";"0";"0";"";"";""
"9033012363";"0194253345244";"0";"0";"";"";""
"9008371096";"0195949896729";"0";"0";"";"";""
"9008371095";"0195949896538";"0";"0";"";"";""
"9008371094";"0195949896347";"0";"0";"";"";""
"9008371093";"0195949801266";"0";"0";"";"";""
"9008371092";"0195949648847";"0";"0";"";"";""
"9008371091";"0195949648625";"0";"0";"";"";""
"9008371090";"0195949648403";"0";"0";"";"";""
"9008371089";"0195949648182";"0";"0";"";"";""
"9008371088";"0195949646140";"0";"0";"";"";""
"9008371087";"0195949645600";"0";"0";"";"";""
"9008371086";"0195949645334";"0";"0";"";"";""
"9008371085";"0195949642906";"0";"0";"";"";""
"9008371084";"0195949642630";"0";"0";"";"";""
"9008371083";"0195949589287";"0";"0";"";"";""
"9008371082";"0195949588891";"0";"0";"";"";""
"9008371081";"0195949588501";"0";"0";"";"";""
"9008371080";"0195949588112";"0";"0";"";"";""
"9008371079";"0195949585777";"0";"0";"";"";""
"9008371078";"0195949585388";"0";"0";"";"";""
"9008371077";"0195949584992";"0";"0";"";"";""
"9008371076";"0195949584602";"0";"0";"";"";""
"9008371075";"0195949584213";"0";"0";"";"";""
"9008371074";"0195949583827";"0";"0";"";"";""
"9008371073";"0195949583049";"0";"0";"";"";""
"9008371072";"0195949582653";"0";"0";"";"";""
"9008371071";"0195949582264";"0";"0";"";"";""
"9008371070";"0195949581878";"0";"0";"";"";""
"9008371069";"0195949581489";"0";"0";"";"";""
"9008371068";"0195949581090";"0";"0";"";"";""
"9008371067";"0195949566370";"0";"0";"";"";""
"9008371066";"0195949566363";"0";"0";"";"";""
"9008371065";"0195949566356";"0";"0";"";"";""
"9008371064";"0195949566349";"0";"0";"";"";""
"9008371063";"0195949566332";"0";"0";"";"";""
"9008371062";"0195949566325";"0";"0";"";"";""
"9008371061";"0195949566318";"0";"1";"";"";""
"9008371060";"0195949566301";"0";"0";"";"";""
"9008371059";"0195949566295";"0";"0";"";"";""
"9008371058";"0195949566202";"0";"0";"";"";""
"9008371057";"0195949566219";"0";"0";"";"";""
"9008371056";"0195949566226";"0";"0";"";"";""
"9008371055";"0195949566233";"0";"0";"";"";""
"9008371054";"0195949566257";"0";"0";"";"";""
"9008371053";"0195949566264";"0";"0";"";"";""
"9008371052";"0195949566271";"0";"0";"";"";""
"9008371051";"0195949566288";"0";"0";"";"";""
"9008371050";"0195949566417";"0";"0";"";"";""
"9008371049";"0195949566387";"0";"0";"";"";""
"9008371048";"0195949566172";"0";"0";"";"";""
"9008371046";"0195949566400";"0";"0";"";"";""
"9008371045";"0195949566394";"0";"0";"";"";""
"9008371044";"0195949566196";"0";"0";"";"";""
"9008371043";"0195949566189";"0";"0";"";"";""
"9008371042";"0195949566158";"0";"0";"";"";""
"9008371041";"0195949566165";"0";"0";"";"";""
"9008371040";"0195949566141";"0";"0";"";"";""
"9008371039";"0195949566134";"0";"0";"";"";""
"9008371038";"0195949566127";"0";"0";"";"";""
"9008371037";"0195949566110";"0";"0";"";"";""
"9008371036";"0195949566103";"0";"0";"";"";""
"9008371035";"0195949566097";"0";"0";"";"";""
"9008371034";"0195949566080";"0";"0";"";"";""
"9008371033";"0195949566073";"0";"0";"";"";""
"9008371032";"0195949566066";"0";"0";"";"";""
"9008371031";"0195949643712";"0";"19";"";"";""
"9008371028";"0195949650826";"0";"0";"";"";""
"9008371027";"0195949650604";"0";"0";"";"";""
"9008371026";"0195949650383";"0";"0";"";"";""
"9008371025";"0195949650161";"0";"0";"";"";""
"9008371024";"0195949649943";"0";"0";"";"";""
"9008371023";"0195949649721";"0";"0";"";"";""
"9008371022";"0195949649066";"0";"0";"";"";""
"9008371021";"0195949649288";"0";"0";"";"";""
"9008371020";"0195949649509";"0";"0";"";"";""
"9008371019";"0195949647086";"0";"0";"";"";""
"9008371018";"0195949647307";"0";"0";"";"";""
"9008371017";"0195949647529";"0";"0";"";"";""
"9008371016";"0195949647741";"0";"0";"";"";""
"9008371015";"0195949566554";"0";"0";"";"";""
"9008371014";"0195949647963";"0";"0";"";"";""
"9008371013";"0195949566486";"0";"0";"";"";""
"9008371011";"0195949645068";"5";"11";"";"";""
"9008371010";"0195949644795";"1";"0";"";"";""
"9008371009";"0195949644528";"8";"8";"";"";""
"9008371007";"0195949643989";"7";"0";"";"";""
"9008371006";"0195949643446";"2";"0";"";"";""
"9008371004";"0195949642364";"6";"12";"";"";""
"9008371003";"0195949642098";"2";"28";"";"";""
"9008371002";"0195949641824";"3";"0";"";"";""
"9008012499";"0195949565991";"0";"0";"";"";""
"9008012498";"0195949565984";"0";"0";"";"";""
"9008012497";"0195949565977";"0";"0";"";"";""
"9008012496";"0195949565960";"2";"0";"";"";""
"9008012494";"0195949565946";"16";"0";"";"";""
"9008012493";"0195949565939";"0";"2";"";"";""
"9008012491";"0195949565915";"0";"0";"";"";""
"9008012490";"0195949565908";"0";"20";"";"";""
"9008012489";"0195949565892";"0";"0";"";"";""
"9008012487";"0195949565878";"0";"5";"";"";""
"9008012486";"0195949565861";"0";"0";"";"";""
"9008012484";"0195949565847";"0";"0";"";"";""
"9008012483";"0195949565830";"0";"0";"";"";""
"9008012482";"0195949565823";"7";"14";"";"";""
"9008012465";"0195949030703";"3";"0";"";"";""
"9008012448";"0195949026041";"2";"0";"";"";""
"9006278115";"0195949824418";"0";"0";"";"";""
"9006278114";"0195949824234";"0";"0";"";"";""
"9006278113";"0195949824050";"0";"0";"";"";""
"9006278112";"0195949823879";"0";"0";"";"";""
"9006278111";"0195949823695";"0";"0";"";"";""
"9006278100";"0195949807831";"0";"0";"";"";""
"9006278099";"0195949807640";"0";"0";"";"";""
"9006278098";"0195949807459";"0";"0";"";"";""
"9006278088";"0195949773983";"0";"0";"";"";""
"9006278087";"0195949773792";"0";"0";"";"";""
"9006278086";"0195949773600";"0";"0";"";"";""
"9006278072";"0195949724855";"0";"0";"";"";""
"9006278071";"0195949724664";"0";"0";"";"";""
"9006278070";"0195949724473";"0";"0";"";"";""
"9006278069";"0195949724282";"0";"0";"";"";""
"9006278068";"0195949724091";"0";"0";"";"";""
"9006278067";"0195949723902";"0";"0";"";"";""
"9006278066";"0195949723711";"0";"0";"";"";""
"9006278065";"0195949723520";"0";"0";"";"";""
"9006278064";"0195949723339";"0";"0";"";"";""
"9006278061";"0195949722769";"0";"0";"";"";""
"8855278001";"0195949122880";"38";"0";"";"";""
"6237012186";"0195949482656";"0";"0";"";"";""
"6237012157";"0194253477617";"0";"0";"";"";""
"6226120002";"0885909749584";"0";"0";"";"";""
"6222012016";"0195949483271";"0";"0";"";"";""
"6217012021";"0195949377112";"0";"0";"";"";""
"6217012019";"0195949376511";"0";"0";"";"";""
"6217012016";"0195949376733";"0";"0";"";"";""
"6207278119";"0195949257407";"0";"1";"";"";""
"6207278113";"0195949255786";"0";"0";"";"";""
"6207278111";"0195949255243";"0";"0";"";"";""
"6207278110";"0195949254970";"0";"0";"";"";""
"6207278109";"0195949254703";"0";"0";"";"";""
"6207278108";"0195949254437";"0";"0";"";"";""
"6207278106";"0195949253898";"0";"0";"";"";""
"6207278097";"0195949245640";"1";"0";"";"";""
"6207278096";"0195949245343";"1";"0";"";"";""
"6207278090";"0195949239274";"0";"0";"";"";""
"6207278081";"0195949229350";"0";"0";"";"";""
"6207278080";"0195949229060";"0";"0";"";"";""
"6207278074";"0195949223082";"0";"0";"";"";""
"6207278070";"0195949207815";"0";"0";"";"";""
"6207278062";"0195949205736";"0";"0";"";"";""
"6207278056";"0195949204173";"0";"0";"";"";""
"6207278047";"0195949190124";"0";"0";"";"";""
"6207278046";"0195949189852";"0";"0";"";"";""
"6207278045";"0195949189586";"0";"2";"";"";""
"6207278043";"0195949189043";"0";"0";"";"";""
"6207012494";"0194253363750";"0";"0";"";"";""
"6207012483";"0194253388081";"0";"0";"";"";""
"6206012366";"0195949635793";"0";"0";"";"";""
"6206012363";"0195949131332";"0";"0";"";"";""
"6206012362";"0195949130861";"0";"0";"";"";""
"6206012360";"0195949129926";"0";"0";"";"";""
"6206012357";"0195949127571";"0";"0";"";"";""
"6206012353";"0195949125690";"0";"0";"";"";""
"6206012351";"0195949124754";"0";"0";"";"";""
"6206012332";"0195949078521";"0";"0";"";"";""
"6206012327";"0195949099465";"0";"0";"";"";""
"6206012011";"0885909736034";"0";"0";"";"";""
"6206012010";"0885909735570";"0";"0";"";"";""
"6206012006";"0885909583454";"0";"0";"";"";""
"6202012170";"1200000062902";"0";"0";"";"";""
"6202012149";"0194253780830";"0";"0";"";"";""
"3810278001";"0195949332937";"0";"0";"";"";""
"9050371041";"0195949774546";"0";"0";"";"";""
"9050371040";"0195949774522";"0";"0";"";"";""
"9050371039";"0195949774508";"0";"0";"";"";""
"9050371038";"0195949774485";"0";"0";"";"";""
"9050371037";"0195949774461";"0";"0";"";"";""
"9050371036";"0195949774447";"0";"0";"";"";""
"9050371035";"0195949774423";"0";"0";"";"";""
"9050371034";"0195949774409";"0";"0";"";"";""
"9050371033";"0195949768392";"0";"0";"";"";""
"9050371032";"0195949768378";"0";"0";"";"";""
"9050371031";"0195949768354";"0";"0";"";"";""
"9050371030";"0195949768330";"0";"0";"";"";""
"9050371029";"0195949768316";"0";"0";"";"";""
"9050371028";"0195949768293";"0";"0";"";"";""
"9050371027";"0195949768279";"0";"0";"";"";""
"9050371026";"0195949768255";"0";"0";"";"";""
"9050371025";"0195949768231";"0";"0";"";"";""
"9050371024";"0195949768217";"0";"0";"";"";""
"9050371023";"0195949768194";"0";"0";"";"";""
"9050371022";"0195949768170";"0";"0";"";"";""
"9050371021";"0195949768156";"0";"0";"";"";""
"9050371020";"0195949768132";"0";"0";"";"";""
"9050371019";"0195949768118";"0";"0";"";"";""
"9050371018";"0195949768095";"0";"0";"";"";""
"9050371017";"0195949768071";"0";"0";"";"";""
"1412201015";"8018294013486";"0";"0";"";"";""
"1412201014";"8018294013233";"0";"0";"";"";""
"1410569004";"8018294012182";"0";"0";"";"";""
"1350201005";"8018294008789";"10";"0";"";"";""
"1345201031";"8018294009441";"0";"0";"";"";""
"1345201030";"8018294009458";"0";"0";"";"";""
"1345201029";"8018294009465";"0";"0";"";"";""
"1345201028";"8018294009472";"0";"0";"";"";""
"1345201003";"8018294005689";"62";"0";"";"";""
"1345201002";"8018294003586";"133";"0";"";"";""
"9416669496";"8053800847018";"0";"0";"";"";""
"9416669495";"8714092771411";"0";"0";"";"";""
"9416669494";"8033116153324";"0";"0";"";"";""
"9416669493";"8019991884638";"0";"0";"";"";""
"9416440408";"0634904016227";"0";"0";"";"";""
"9416440405";"8019991552339";"0";"0";"";"";""
"4850766004";"9120072377242";"0";"0";"";"";""
"4406766011";"9120072376160";"0";"80";"";"";""
"4404766009";"9120072374982";"0";"40";"";"";""
"1202090016";"8016361919167";"0";"0";"";"";""
"0910094023";"8059019038131";"0";"0";"";"";""
"0910094022";"8059019031019";"0";"0";"";"";""
"0910094021";"8059019063324";"0";"0";"";"";""
"0908094007";"8016361989191";"0";"0";"";"";""
"0510093072";"8059019095974";"0";"20";"";"";""
"0510093066";"8059019035543";"5";"10";"";"";""
"0503093011";"8059019083926";"8";"0";"";"";""
"0503093010";"8059019083940";"16";"0";"";"";""
"0502093011";"8059019066264";"0";"0";"";"";""
"0302093007";"6925777874316";"0";"0";"";"";""
"0212093018";"8059019037370";"0";"372";"";"";""
"0208093052";"8059019095172";"0";"80";"";"";""
"0208093050";"8059019094991";"0";"425";"";"";""
"0208093046";"8059019082653";"161";"30";"";"";""
"0205093197";"8059019097756";"0";"424";"";"";""
"0205093196";"8059019077000";"51";"0";"";"";""
"0202093041";"8059019094281";"0";"110";"";"";""
"9008266065";"6970100374889";"0";"15";"";"";""
"9008266063";"6972596108252";"74";"0";"";"";""
"9008266061";"6972596103943";"11";"0";"";"";""
"9008266059";"6972596108092";"70";"50";"";"";""
"9008266057";"6972596107248";"0";"0";"";"";""
"9008266055";"6972596106937";"14";"60";"";"";""
"9008266052";"6972596107446";"0";"0";"";"";""
"9008266022";"6972596103523";"7";"0";"";"";""
"3406492112";"0759454301330";"0";"0";"";"";""
"3202492001";"0759454301293";"0";"0";"";"";""
"9006301115";"6936520843534";"100";"0";"";"";""
"9006301114";"6936520843541";"0";"50";"";"";""
"9006301113";"6936520841158";"0";"100";"";"";""
"9006301112";"6936520841134";"0";"60";"";"";""
"9006301106";"8032976169247";"7";"0";"";"";""
"9460947269";"8031179953127";"0";"0";"";"";""
"9460947266";"8031179952922";"0";"0";"";"";""
"9460947265";"8031179952915";"0";"0";"";"";""
"9460947264";"8031179952878";"0";"0";"";"";""
"9460947329";"8031179955428";"0";"0";"";"";""
"9460947328";"8031179955411";"0";"0";"";"";""
"9460947327";"8031179955404";"0";"0";"";"";""
"9460947326";"8031179955398";"0";"0";"";"";""
"9460947325";"8031179955367";"0";"0";"";"";""
"9460947324";"8031179955350";"0";"0";"";"";""
"9460947323";"8031179955343";"0";"0";"";"";""
"9460947322";"8031179955336";"0";"0";"";"";""
"9460947321";"8031179955329";"0";"0";"";"";""
"9460947320";"8031179955312";"0";"0";"";"";""
"9460947319";"8031179954926";"0";"0";"";"";""
"9460947318";"8031179954872";"0";"0";"";"";""
"9460947317";"8031179954865";"0";"0";"";"";""
"9460947316";"8031179954810";"0";"0";"";"";""
"9460947315";"8031179954803";"0";"0";"";"";""
"9460947314";"8031179954759";"0";"0";"";"";""
"9460947313";"8031179954742";"0";"0";"";"";""
"9460947312";"8031179954001";"0";"0";"";"";""
"9460947311";"8031179953936";"0";"0";"";"";""
"9460947310";"8031179954834";"0";"0";"";"";""
"9460947309";"8031179954827";"0";"0";"";"";""
"9460947306";"8031179954773";"0";"0";"";"";""
"9460947305";"8031179954766";"0";"0";"";"";""
"9460947333";"8031179955466";"0";"0";"";"";""
"9460947272";"8031179953271";"0";"0";"";"";""
"9460947271";"8031179953264";"0";"0";"";"";""
"9460947270";"8031179953134";"0";"0";"";"";""
"9460947332";"8031179955459";"0";"0";"";"";""
"9460947331";"8031179955442";"0";"0";"";"";""
"9460947330";"8031179955435";"0";"0";"";"";""
"9460947263";"8031179952861";"0";"0";"";"";""
"9460947262";"8031179952854";"0";"0";"";"";""
"9460947260";"8031179952670";"0";"0";"";"";""
"9460947259";"8031179952663";"0";"0";"";"";""
"9460947298";"8031179954070";"0";"0";"";"";""
"9460947297";"8031179954063";"0";"0";"";"";""
"9460947296";"8031179953974";"0";"0";"";"";""
"9460947295";"8031179953967";"0";"0";"";"";""
"9460947294";"8031179953882";"0";"0";"";"";""
"9460947293";"8031179953875";"0";"0";"";"";""
"9460947292";"8031179953868";"0";"0";"";"";""
"9460947291";"8031179953769";"0";"0";"";"";""
"9460947290";"8031179953752";"0";"0";"";"";""
"9460947289";"8031179953615";"0";"0";"";"";""
"9460947287";"8031179953554";"0";"0";"";"";""
"9460947286";"8031179953547";"0";"0";"";"";""
"9460947285";"8031179952229";"0";"0";"";"";""
"9460947284";"8031179952212";"0";"0";"";"";""
"9460947282";"8031179953424";"0";"0";"";"";""
"9460947281";"8031179953417";"0";"0";"";"";""
"9460947278";"8031179952946";"0";"0";"";"";""
"9460947301";"8031179954513";"0";"0";"";"";""
"9460947300";"8031179954506";"0";"0";"";"";""
"9460947299";"8031179954490";"0";"0";"";"";""
"9460947358";"8031179955848";"0";"0";"";"";""
"9460947357";"8031179955831";"0";"0";"";"";""
"9460947356";"8031179955824";"0";"0";"";"";""
"9460947355";"8031179955817";"0";"0";"";"";""
"9460947354";"8031179955749";"0";"0";"";"";""
"9460947353";"8031179955732";"0";"0";"";"";""
"9460947350";"8031179955633";"0";"0";"";"";""
"9460947349";"8031179955626";"0";"0";"";"";""
"9460947348";"8031179955619";"0";"0";"";"";""
"9460947347";"8031179955602";"0";"0";"";"";""
"9460947346";"8031179955596";"0";"0";"";"";""
"9460947345";"8031179955589";"0";"0";"";"";""
"9460947344";"8031179955572";"0";"0";"";"";""
"9460947343";"8031179955565";"0";"0";"";"";""
"9460947342";"8031179955558";"0";"0";"";"";""
"9460947341";"8031179955541";"0";"0";"";"";""
"9460947340";"8031179955534";"0";"0";"";"";""
"9460947339";"8031179955527";"0";"0";"";"";""
"9460947338";"8031179955510";"0";"0";"";"";""
"9460947337";"8031179955503";"0";"0";"";"";""
"9460947336";"8031179955497";"0";"0";"";"";""
"9460947335";"8031179955480";"0";"0";"";"";""
"9460947334";"8031179955473";"0";"0";"";"";""
"9460947273";"8031179953288";"0";"0";"";"";""
"9460947277";"8031179952939";"0";"0";"";"";""
"9460947274";"8031179953295";"0";"0";"";"";""
"9460947302";"8031179954520";"0";"0";"";"";""
"1301032076";"8055519903481";"0";"12";"";"";""
"9616279004";"4058075595422";"0";"0";"";"";""
"9616279003";"4058075595460";"0";"0";"";"";""
"9616279002";"4058075595484";"0";"0";"";"";""
"9616279001";"4058075595507";"0";"0";"";"";""
"9033661205";"8806092979840";"0";"0";"";"";""
"9033661191";"8806092298415";"0";"0";"";"";""
"9033661185";"8806092642829";"0";"0";"";"";""
"9033661184";"8806092642782";"0";"0";"";"";""
"9033661182";"8806092642652";"0";"0";"";"";""
"9033661181";"8806092642614";"0";"0";"";"";""
"9033661175";"8806092509740";"0";"0";"";"";""
"9033661167";"8806090962493";"0";"0";"";"";""
"9033661166";"8806090962479";"0";"0";"";"";""
"9033661160";"8806090839566";"0";"0";"";"";""
"9033661158";"8806090839443";"0";"0";"";"";""
"9033661157";"8806090839375";"0";"0";"";"";""
"9033661151";"8806090714399";"0";"0";"";"";""
"9033661149";"8806090580468";"0";"0";"";"";""
"9033661148";"8806090354052";"0";"0";"";"";""
"9033661147";"8806090267260";"0";"0";"";"";""
"9033661123";"8806090422959";"0";"0";"";"";""
"9033661020";"8801643819644";"0";"0";"";"";""
"9033648495";"8801643644741";"0";"0";"";"";""
"9033648493";"8801643644710";"0";"0";"";"";""
"9033661234";"8806092992702";"0";"0";"";"";""
"9033661233";"8806094567847";"0";"0";"";"";""
"9033661232";"8806094567830";"0";"0";"";"";""
"9033661231";"8806094567823";"0";"0";"";"";""
"9033661230";"8806094534979";"0";"0";"";"";""
"9033661229";"8806094534962";"0";"0";"";"";""
"9033661228";"8806094534306";"0";"0";"";"";""
"9033661225";"8806094497663";"0";"0";"";"";""
"9033661224";"8806094496505";"0";"0";"";"";""
"9033661223";"8806094496499";"0";"0";"";"";""
"9033661222";"8806094495478";"0";"0";"";"";""
"9033661221";"8806094495461";"0";"0";"";"";""
"9033661220";"8806094495454";"0";"0";"";"";""
"9033661219";"8806094483444";"0";"0";"";"";""
"9033661217";"8806092992696";"0";"0";"";"";""
"9033661212";"8806094025088";"0";"0";"";"";""
"9033661211";"8806094025071";"0";"0";"";"";""
"9033661210";"8806094003574";"0";"0";"";"";""
"9033661209";"8806094003567";"0";"0";"";"";""
"9033661206";"8806092979857";"0";"0";"";"";""
"4277671163";"8806095457253";"3";"0";"";"";""
"4277671161";"8806095466408";"20";"0";"";"";""
"4277671157";"8806095457437";"1";"0";"";"";""
"4277671156";"8806095470108";"11";"0";"";"";""
"4277671154";"8806095472409";"7";"0";"";"";""
"4277671208";"8806095564968";"10";"0";"";"";""
"4277671201";"8806095455600";"2";"0";"";"";""
"4277671194";"8806095455525";"34";"0";"";"";""
"4277671186";"8806095466125";"2";"5";"";"";""
"4277671178";"8806095465982";"19";"0";"";"";""
"4277671173";"8806095457468";"2";"0";"";"";""
"4277671169";"8806095466293";"4";"0";"";"";""
"9050661006";"8806095039763";"0";"0";"";"";""
"9045661006";"8806094257557";"0";"0";"";"";""
"9045661005";"8806094257533";"0";"0";"";"";""
"9036162002";"8808987451691";"0";"0";"";"";""
"9034661016";"8806095510002";"0";"0";"";"";""
"9034661015";"8806094912128";"0";"0";"";"";""
"9034661014";"8806094449792";"0";"0";"";"";""
"9033661325";"6976068910190";"0";"0";"";"";""
"9033648491";"8801643644680";"0";"0";"";"";""
"9033648487";"8801643644635";"0";"0";"";"";""
"9033648486";"8801643644628";"0";"0";"";"";""
"9033648482";"8801643644543";"0";"0";"";"";""
"9033648481";"8801643644536";"0";"0";"";"";""
"9033648477";"8801643644475";"0";"0";"";"";""
"9033648476";"8801643644451";"0";"0";"";"";""
"9033648471";"8801643641702";"0";"0";"";"";""
"9033648452";"8801643640095";"0";"0";"";"";""
"9020671019";"8806095420110";"20";"0";"";"";""
"9020671018";"8806095420127";"63";"0";"";"";""
"9020671017";"8806095420134";"138";"0";"";"";""
"9020671016";"8806095464251";"141";"0";"";"";""
"9020671013";"8806094780550";"0";"0";"";"";""
"9020671012";"8806094788105";"0";"0";"";"";""
"9020671011";"8806094788112";"0";"0";"";"";""
"9020671008";"8806092767263";"0";"0";"";"";""
"9020671007";"8806092767256";"0";"0";"";"";""
"9020671006";"8806092767249";"0";"0";"";"";""
"9020671005";"8806092767232";"0";"0";"";"";""
"9009661006";"8806095369488";"0";"21";"";"";""
"9006672265";"8806095726328";"0";"150";"";"";""
"9006672264";"8806095726137";"0";"200";"";"";""
"9006672241";"8806095467221";"0";"150";"";"";""
"9006672236";"8806095457949";"0";"50";"";"";""
"9006672229";"8806095137391";"0";"12";"";"";""
"8855661006";"8806092673885";"0";"0";"";"";""
"6238163004";"8806085433038";"0";"0";"";"";""
"6237648061";"8806088673653";"0";"0";"";"";""
"6237648058";"8806086767774";"0";"0";"";"";""
"6229648001";"0848467097320";"0";"0";"";"";""
"6219671012";"8801643233495";"0";"0";"";"";""
"6219671010";"8801643229382";"169";"0";"";"";""
"6219671009";"8801643229399";"160";"0";"";"";""
"6219671008";"8801643229405";"53";"0";"";"";""
"6219671007";"8801643230739";"0";"0";"";"";""
"6219671006";"8801643230692";"0";"0";"";"";""
"6219671005";"8801643230678";"0";"0";"";"";""
"6219671003";"8806092535886";"66";"0";"";"";""
"6219671002";"8806092535893";"59";"0";"";"";""
