Codice_Prodotto;Codice_EAN;Prezzo_Acquisto;Prezzo_Vendita;Prezzo_Listino;Spese_Consegna;Spese_Consegna_Incluse;Attivo;Codice_Fornitore;Codice_Cliente;Descrizione_Breve;Descrizione_Estesa;Data_Lancio;Classificazione;Descrizione_Classificazione;Codice_Marchio;Descrizione_Marchio;Iva;Note;Link_Scheda_Energetica;Link_Video;Data_Fuori_Produzione;Raee;Raee Annegata;Siae;Siae Annegata
"9050371041";"0195949774546";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM DARK GR.ALPINE LOOP MEDIUM BK TITA";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012395";"0194253416203";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PLUS SILICONE CASE WITH MAGSAFE -  MIDN";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012394";"0194253416173";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 SILICONE CASE WITH MAGSAFE - SUNGLOW";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012393";"0194253416142";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 SILICONE CASE WITH MAGSAFE - SUCCULENT";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012392";"0194253416111";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 SILICONE CASE WITH MAGSAFE - ELDERBERRY";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012391";"0194253416081";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 SILICONE CASE WITH MAGSAFE - LILAC";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012390";"0194253416050";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 SILICONE CASE WITH MAGSAFE - CHALK PINK";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012389";"0194253416029";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 SILICONE CASE WITH MAGSAFE  - (PRODUCT)";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012388";"0194253415992";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 SILICONE CASE WITH MAGSAFE  - STORM BLU";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012386";"0194253345930";"43.35";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE LEATHER WALLET WITH MAGSAFE - ORANGE";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012385";"0194253345909";"43.35";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE LEATHER WALLET WITH MAGSAFE  - UMBER";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012384";"0194253345879";"43.35";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE LEATHER WALLET WITH MAGSAFE - INK";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012383";"0194253345848";"43.35";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE LEATHER WALLET WITH MAGSAFE - FOREST GREEN";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012382";"0194253345817";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX LEATHER CASE WITH MAGSAFE  - OR";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012381";"0194253345787";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX LEATHER CASE WITH MAGSAFE  - UM";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012380";"0194253345756";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX LEATHER CASE WITH MAGSAFE - INK";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012379";"0194253345725";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX LEATHER CASE WITH MAGSAFE - FOR";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012378";"0194253345695";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX LEATHER CASE WITH MAGSAFE - MID";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012377";"0194253345664";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO LEATHER CASE WITH MAGSAFE  - ORANGE";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012376";"0194253345633";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO LEATHER CASE WITH MAGSAFE  - UMBER";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012375";"0194253345602";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO LEATHER CASE WITH MAGSAFE  - INK";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012374";"0194253345572";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO LEATHER CASE WITH MAGSAFE  - FOREST";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012373";"0194253345541";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PRO LEATHER CASE WITH MAGSAFE - MIDNIGH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012372";"0194253345510";"43.25";"69.00";"69.00";"0";"0";"1";"";"";"IPHONE 14 PLUS LEATHER CASE WITH MAGSAFE  - ORANG";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371040";"0195949774522";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM DARK GR.ALPINE LOOP SMALL BK TITA.";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371039";"0195949774508";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 49MM BK OCEAN  EXTENSION BK TITA.FINISH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371038";"0195949774485";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM BK OCEAN BK TITA.FINISH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371037";"0195949774461";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 49MM NAVY OCEAN  EXTENSION BK TITA.FINI";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371036";"0195949774447";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM NAVY OCEAN BK TITA.FINISH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371035";"0195949774423";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 49MM ICE BLUE OCEAN  EXTENSION BK TITA.";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371034";"0195949774409";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM ICE BLUE OCEAN BK TITA.FINISH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371033";"0195949768392";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM MAGIC EMBER NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371032";"0195949768378";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM MAGIC EMBER NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371031";"0195949768354";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM CARGO KHAKI NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371030";"0195949768330";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM CARGO KHAKI NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371029";"0195949768316";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM BLUE FLAME NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371028";"0195949768293";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM BLUE FLAME NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371027";"0195949768279";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM DESERT STONE NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371026";"0195949768255";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM DESERT STONE NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371025";"0195949768231";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM MIDN. SKY NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371024";"0195949768217";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM MIDN. SKY NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371023";"0195949768194";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM PURE PLATINUM NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371022";"0195949768170";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM PURE PLATINUM NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371021";"0195949768156";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM MAGIC EMBER NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371020";"0195949768132";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM MAGIC EMBER NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371019";"0195949768118";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM CARGO KHAKI NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371018";"0195949768095";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM CARGO KHAKI NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371017";"0195949768071";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM BLUE FLAME NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371016";"0195949768057";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM BLUE FLAME NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371078";"0195949834066";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM PURE PLATINUM NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371077";"0195949834035";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM PURE PLATINUM NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371076";"0195949834004";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM VOLT SPLASH NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371075";"0195949833977";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM VOLT SPLASH NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371074";"0195949833946";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM STARL./PINK NIKE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371073";"0195949833915";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM BK/BLUE NIKE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371072";"0195949833885";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM BLUE/RED NIKE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371071";"0195949833854";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM GREEN/GREY NIKE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371070";"0195949833823";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM GREY/BLUE NIKE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371069";"0195949832239";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 40MM SLATE MIL.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371068";"0195949832208";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 40MM GOLD MIL.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371067";"0195949832178";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 40MM NAT.MIL.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371066";"0195949832147";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM ULTRAMARINE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012420";"0194253416951";"37.05";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PLUS CLEAR CASE WITH MAGSAFE";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012418";"0194253416890";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX SILICONE CASE WITH MAGSAFE -SUN";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012417";"0194253416869";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX SILICONE CASE WITH MAGSAFE - SU";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012416";"0194253416838";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX SILICONE CASE WITH MAGSAFE - EL";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012415";"0194253416807";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX SILICONE CASE WITH MAGSAFE - LI";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012414";"0194253416777";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX SILICONE CASE WITH MAGSAFE - CH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012413";"0194253416746";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX SILICONE CASE WITH MAGSAFE - RE";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012412";"0194253416715";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX SILICONE CASE WITH MAGSAFE -STO";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012411";"0194253416685";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO MAX SILICONE CASE WITH MAGSAFE - MI";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012410";"0194253416654";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO SILICONE CASE WITH MAGSAFE - SUNGLO";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012409";"0194253416623";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO SILICONE CASE WITH MAGSAFE - SUCCUL";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9033012408";"0194253416593";"36.95";"59.00";"59.00";"0";"0";"1";"";"";"IPHONE 14 PRO SILICONE CASE WITH MAGSAFE - ELDERB";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371015";"0195949707452";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM BK OCEAN NAT.TITA.FINISH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371014";"0195949707391";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM NAVY OCEAN NAT.TITA.FINISH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371013";"0195949707339";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM ICE BLUE OCEAN NAT.TITA.FINISH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371012";"0195949707308";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM BLUE TRAIL LOOP - M/L NAT.TITA.FIN";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371011";"0195949707278";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM BLUE TRAIL LOOP - S/M NAT.TITA.FIN";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371010";"0195949707247";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM BK TRAIL LOOP - M/L NAT.TITA.FINIS";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371009";"0195949707216";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM BK TRAIL LOOP - S/M NAT.TITA.FINIS";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371008";"0195949707186";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM GR.TRAIL LOOP - M/L NAT.TITA.FINIS";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371007";"0195949707155";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM GR.TRAIL LOOP S/M NAT.TITA.FINISH";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371006";"0195949659225";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM TAN ALPINE LOOP LARGE NAT.TITA.FIN";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371005";"0195949659188";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM TAN ALPINE LOOP MEDIUM NAT.TITA.FI";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371004";"0195949659140";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM TAN ALPINE LOOP SMALL NAT.TITA.FIN";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371003";"0195949659102";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM NAVY ALPINE LOOP LARGE NAT.TITA.FI";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371002";"0195949659065";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM NAVY ALPINE LOOP MEDIUM NAT.TITAFI";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050371001";"0195949659027";"69.75";"99.00";"99.00";"0";"0";"1";"";"";"CINTURINO 49MM NAVY ALPINE LOOP SMALL NAT.TITA.FI";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012499";"0195949768033";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM DESERT STONE NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012498";"0195949768019";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM DESERT STONE NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012497";"0195949767999";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM MIDN. SKY NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012496";"0195949767975";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM MIDN. SKY NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012495";"0195949767951";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM PURE PLATINUM NIKE SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012494";"0195949767937";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM PURE PLATINUM NIKE SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012493";"0195949767913";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM STARL./PINK NIKE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012492";"0195949767906";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM BK/BLUE NIKE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012491";"0195949767890";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM STARL./PINK NIKE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012490";"0195949767883";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 42MM BK/BLUE NIKE SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012489";"0195949763410";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM MIDN. SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012488";"0195949763380";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM MIDN. SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012487";"0195949763359";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM STARL.SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012486";"0195949763328";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM STARL.SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012485";"0195949763298";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM DENIM SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012484";"0195949763267";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM DENIM SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012483";"0195949763236";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM LAKE GR.SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012482";"0195949763205";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM BLUE CLOUD SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012481";"0195949763175";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 40MM INK SP.LOOP";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012480";"0195949735912";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM MIDN. SP. M/L";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
"9050012479";"0195949735882";"34.50";"49.00";"49.00";"0";"0";"1";"";"";"CINTURINO 46MM MIDN. SP. S/M";"";"";"0704";"ACCESSORI";"APP";"APPLE";"22";"";"";"";"";"0";"0";"0";"0"
